,NO.,DATE,TIME,TEMPERATURE,RELATIVE-HUMIDITY,DEW-POINT,GPP,DATETIME
2039,2040,03-14-2022,07:18:17,27.8,9.9,-6.6,15.9,2022-03-14 07:18:17
2040,2041,03-14-2022,07:19:17,27.8,9.9,-6.6,15.9,2022-03-14 07:19:17
2041,2042,03-14-2022,07:20:17,27.7,9.9,-6.7,15.8,2022-03-14 07:20:17
2042,2043,03-14-2022,07:21:17,27.7,9.9,-6.7,15.8,2022-03-14 07:21:17
2043,2044,03-14-2022,07:22:17,27.7,9.9,-6.7,15.8,2022-03-14 07:22:17
2044,2045,03-14-2022,07:23:17,27.6,9.8,-6.9,15.6,2022-03-14 07:23:17
2045,2046,03-14-2022,07:24:17,27.6,9.8,-6.9,15.6,2022-03-14 07:24:17
2046,2047,03-14-2022,07:25:17,27.5,9.8,-7.0,15.5,2022-03-14 07:25:17
2047,2048,03-14-2022,07:26:17,27.5,9.9,-6.9,15.6,2022-03-14 07:26:17
2048,2049,03-14-2022,07:27:17,27.5,9.8,-7.0,15.5,2022-03-14 07:27:17
2049,2050,03-14-2022,07:28:17,27.4,9.8,-7.1,15.4,2022-03-14 07:28:17
2050,2051,03-14-2022,07:29:17,27.4,9.8,-7.1,15.4,2022-03-14 07:29:17
2051,2052,03-14-2022,07:30:17,27.4,9.9,-7.0,15.5,2022-03-14 07:30:17
2052,2053,03-14-2022,07:31:17,27.3,9.8,-7.2,15.3,2022-03-14 07:31:17
2053,2054,03-14-2022,07:32:17,27.3,9.8,-7.2,15.3,2022-03-14 07:32:17
2054,2055,03-14-2022,07:33:17,27.2,9.8,-7.2,15.2,2022-03-14 07:33:17
2055,2056,03-14-2022,07:34:17,27.2,9.9,-7.1,15.3,2022-03-14 07:34:17
2056,2057,03-14-2022,07:35:17,27.2,9.9,-7.1,15.3,2022-03-14 07:35:17
2057,2058,03-14-2022,07:36:17,27.1,9.9,-7.2,15.3,2022-03-14 07:36:17
2058,2059,03-14-2022,07:37:17,27.1,10.0,-7.0,15.4,2022-03-14 07:37:17
2059,2060,03-14-2022,07:38:17,27.1,10.0,-7.0,15.4,2022-03-14 07:38:17
2060,2061,03-14-2022,07:39:17,27.0,10.0,-7.1,15.3,2022-03-14 07:39:17
2061,2062,03-14-2022,07:40:17,27.0,10.1,-7.0,15.5,2022-03-14 07:40:17
2062,2063,03-14-2022,07:41:17,27.0,10.0,-7.1,15.3,2022-03-14 07:41:17
2063,2064,03-14-2022,07:42:17,27.0,10.0,-7.1,15.3,2022-03-14 07:42:17
2064,2065,03-14-2022,07:43:17,27.0,10.0,-7.1,15.3,2022-03-14 07:43:17
2065,2066,03-14-2022,07:44:17,26.9,10.0,-7.2,15.2,2022-03-14 07:44:17
2066,2067,03-14-2022,07:45:17,26.9,10.0,-7.2,15.2,2022-03-14 07:45:17
2067,2068,03-14-2022,07:46:17,26.9,10.0,-7.2,15.2,2022-03-14 07:46:17
2068,2069,03-14-2022,07:47:17,26.8,10.0,-7.3,15.1,2022-03-14 07:47:17
2069,2070,03-14-2022,07:48:17,26.8,10.0,-7.3,15.1,2022-03-14 07:48:17
2070,2071,03-14-2022,07:49:17,26.8,10.0,-7.3,15.1,2022-03-14 07:49:17
2071,2072,03-14-2022,07:50:17,26.8,10.0,-7.3,15.1,2022-03-14 07:50:17
2072,2073,03-14-2022,07:51:17,26.8,10.0,-7.3,15.1,2022-03-14 07:51:17
2073,2074,03-14-2022,07:52:17,26.7,10.0,-7.4,15.1,2022-03-14 07:52:17
2074,2075,03-14-2022,07:53:17,26.7,10.0,-7.4,15.1,2022-03-14 07:53:17
2075,2076,03-14-2022,07:54:17,26.8,10.0,-7.3,15.1,2022-03-14 07:54:17
2076,2077,03-14-2022,07:55:17,26.7,9.9,-7.5,14.9,2022-03-14 07:55:17
2077,2078,03-14-2022,07:56:17,26.7,9.9,-7.5,14.9,2022-03-14 07:56:17
2078,2079,03-14-2022,07:57:17,26.7,10.0,-7.4,15.1,2022-03-14 07:57:17
2079,2080,03-14-2022,07:58:17,26.7,10.0,-7.4,15.1,2022-03-14 07:58:17
2080,2081,03-14-2022,07:59:17,26.7,10.0,-7.4,15.1,2022-03-14 07:59:17
2081,2082,03-14-2022,08:00:17,26.7,10.0,-7.4,15.1,2022-03-14 08:00:17
2082,2083,03-14-2022,08:01:17,26.8,9.9,-7.4,15.0,2022-03-14 08:01:17
2083,2084,03-14-2022,08:02:17,26.9,9.8,-7.5,14.9,2022-03-14 08:02:17
2084,2085,03-14-2022,08:03:17,27.0,9.8,-7.4,15.0,2022-03-14 08:03:17
2085,2086,03-14-2022,08:04:17,27.1,9.8,-7.3,15.1,2022-03-14 08:04:17
2086,2087,03-14-2022,08:05:17,27.2,9.7,-7.4,15.0,2022-03-14 08:05:17
2087,2088,03-14-2022,08:06:17,27.3,9.6,-7.4,15.0,2022-03-14 08:06:17
2088,2089,03-14-2022,08:07:17,27.3,9.5,-7.6,14.8,2022-03-14 08:07:17
2089,2090,03-14-2022,08:08:17,27.4,9.5,-7.5,14.9,2022-03-14 08:08:17
2090,2091,03-14-2022,08:09:17,27.5,9.5,-7.4,15.0,2022-03-14 08:09:17
2091,2092,03-14-2022,08:10:17,27.5,9.5,-7.4,15.0,2022-03-14 08:10:17
2092,2093,03-14-2022,08:11:17,27.6,9.4,-7.5,14.9,2022-03-14 08:11:17
2093,2094,03-14-2022,08:12:17,27.7,9.4,-7.4,15.0,2022-03-14 08:12:17
2094,2095,03-14-2022,08:13:17,27.7,9.3,-7.5,14.8,2022-03-14 08:13:17
2095,2096,03-14-2022,08:14:17,27.8,9.3,-7.5,14.9,2022-03-14 08:14:17
2096,2097,03-14-2022,08:15:17,27.9,9.3,-7.4,15.0,2022-03-14 08:15:17
2097,2098,03-14-2022,08:16:17,28.0,9.3,-7.3,15.1,2022-03-14 08:16:17
2098,2099,03-14-2022,08:17:17,28.0,9.3,-7.3,15.1,2022-03-14 08:17:17
2099,2100,03-14-2022,08:18:17,28.1,9.2,-7.4,15.0,2022-03-14 08:18:17
2100,2101,03-14-2022,08:19:17,28.1,9.2,-7.4,15.0,2022-03-14 08:19:17
2101,2102,03-14-2022,08:20:17,28.2,9.1,-7.4,15.0,2022-03-14 08:20:17
2102,2103,03-14-2022,08:21:17,28.3,9.1,-7.4,15.0,2022-03-14 08:21:17
2103,2104,03-14-2022,08:22:17,28.4,9.0,-7.4,15.0,2022-03-14 08:22:17
2104,2105,03-14-2022,08:23:17,28.5,9.0,-7.4,15.1,2022-03-14 08:23:17
2105,2106,03-14-2022,08:24:17,28.6,9.0,-7.3,15.1,2022-03-14 08:24:17
2106,2107,03-14-2022,08:25:17,28.6,8.9,-7.4,15.0,2022-03-14 08:25:17
2107,2108,03-14-2022,08:26:17,28.7,8.9,-7.3,15.1,2022-03-14 08:26:17
2108,2109,03-14-2022,08:27:17,28.8,8.8,-7.4,15.0,2022-03-14 08:27:17
2109,2110,03-14-2022,08:28:17,28.8,8.8,-7.4,15.0,2022-03-14 08:28:17
2110,2111,03-14-2022,08:29:17,28.9,8.8,-7.3,15.1,2022-03-14 08:29:17
2111,2112,03-14-2022,08:30:17,29.0,8.7,-7.4,15.0,2022-03-14 08:30:17
2112,2113,03-14-2022,08:31:17,29.0,8.7,-7.4,15.0,2022-03-14 08:31:17
2113,2114,03-14-2022,08:32:17,29.1,8.7,-7.3,15.1,2022-03-14 08:32:17
2114,2115,03-14-2022,08:33:17,29.1,8.6,-7.5,14.9,2022-03-14 08:33:17
2115,2116,03-14-2022,08:34:17,29.2,8.6,-7.4,15.0,2022-03-14 08:34:17
2116,2117,03-14-2022,08:35:17,29.3,8.5,-7.5,14.9,2022-03-14 08:35:17
2117,2118,03-14-2022,08:36:17,29.3,8.4,-7.6,14.7,2022-03-14 08:36:17
2118,2119,03-14-2022,08:37:17,29.3,8.4,-7.6,14.7,2022-03-14 08:37:17
2119,2120,03-14-2022,08:38:17,29.3,8.3,-7.8,14.5,2022-03-14 08:38:17
2120,2121,03-14-2022,08:39:17,29.4,8.3,-7.7,14.6,2022-03-14 08:39:17
2121,2122,03-14-2022,08:40:17,29.3,8.3,-7.8,14.5,2022-03-14 08:40:17
2122,2123,03-14-2022,08:41:17,29.3,8.3,-7.8,14.5,2022-03-14 08:41:17
2123,2124,03-14-2022,08:42:17,29.4,8.3,-7.7,14.6,2022-03-14 08:42:17
2124,2125,03-14-2022,08:43:17,29.4,8.3,-7.7,14.6,2022-03-14 08:43:17
2125,2126,03-14-2022,08:44:17,29.3,8.3,-7.8,14.5,2022-03-14 08:44:17
2126,2127,03-14-2022,08:45:17,29.3,8.3,-7.8,14.5,2022-03-14 08:45:17
2127,2128,03-14-2022,08:46:17,29.3,8.3,-7.8,14.5,2022-03-14 08:46:17
2128,2129,03-14-2022,08:47:17,29.3,8.3,-7.8,14.5,2022-03-14 08:47:17
2129,2130,03-14-2022,08:48:17,29.3,8.3,-7.8,14.5,2022-03-14 08:48:17
2130,2131,03-14-2022,08:49:17,29.3,8.3,-7.8,14.5,2022-03-14 08:49:17
2131,2132,03-14-2022,08:50:17,29.3,8.3,-7.8,14.5,2022-03-14 08:50:17
2132,2133,03-14-2022,08:51:17,29.2,8.3,-7.9,14.4,2022-03-14 08:51:17
2133,2134,03-14-2022,08:52:17,29.2,8.3,-7.9,14.4,2022-03-14 08:52:17
2134,2135,03-14-2022,08:53:17,29.2,8.3,-7.9,14.4,2022-03-14 08:53:17
2135,2136,03-14-2022,08:54:17,29.2,8.3,-7.9,14.4,2022-03-14 08:54:17
2136,2137,03-14-2022,08:55:17,29.1,8.3,-7.9,14.4,2022-03-14 08:55:17
2137,2138,03-14-2022,08:56:17,29.1,8.3,-7.9,14.4,2022-03-14 08:56:17
2138,2139,03-14-2022,08:57:17,29.1,8.3,-7.9,14.4,2022-03-14 08:57:17
2139,2140,03-14-2022,08:58:17,29.1,8.3,-7.9,14.4,2022-03-14 08:58:17
2140,2141,03-14-2022,08:59:17,29.1,8.3,-7.9,14.4,2022-03-14 08:59:17
2141,2142,03-14-2022,09:00:17,29.1,8.4,-7.8,14.5,2022-03-14 09:00:17
2142,2143,03-14-2022,09:01:17,29.0,8.3,-8.0,14.3,2022-03-14 09:01:17
2143,2144,03-14-2022,09:02:17,29.0,8.4,-7.9,14.5,2022-03-14 09:02:17
2144,2145,03-14-2022,09:03:17,29.0,8.4,-7.9,14.5,2022-03-14 09:03:17
2145,2146,03-14-2022,09:04:17,29.0,8.4,-7.9,14.5,2022-03-14 09:04:17
2146,2147,03-14-2022,09:05:17,29.0,8.4,-7.9,14.5,2022-03-14 09:05:17
2147,2148,03-14-2022,09:06:17,28.9,8.5,-7.8,14.5,2022-03-14 09:06:17
2148,2149,03-14-2022,09:07:17,28.9,8.4,-7.9,14.4,2022-03-14 09:07:17
2149,2150,03-14-2022,09:08:17,28.9,8.4,-7.9,14.4,2022-03-14 09:08:17
2150,2151,03-14-2022,09:09:17,28.9,8.5,-7.8,14.5,2022-03-14 09:09:17
2151,2152,03-14-2022,09:10:17,28.9,8.4,-7.9,14.4,2022-03-14 09:10:17
2152,2153,03-14-2022,09:11:17,28.9,8.3,-8.1,14.2,2022-03-14 09:11:17
2153,2154,03-14-2022,09:12:17,28.8,8.3,-8.2,14.1,2022-03-14 09:12:17
2154,2155,03-14-2022,09:13:17,28.8,8.3,-8.2,14.1,2022-03-14 09:13:17
2155,2156,03-14-2022,09:14:17,28.8,8.3,-8.2,14.1,2022-03-14 09:14:17
2156,2157,03-14-2022,09:15:17,28.8,8.4,-8.0,14.3,2022-03-14 09:15:17
2157,2158,03-14-2022,09:16:17,28.7,8.3,-8.2,14.0,2022-03-14 09:16:17
2158,2159,03-14-2022,09:17:17,28.8,8.2,-8.3,13.9,2022-03-14 09:17:17
2159,2160,03-14-2022,09:18:17,28.7,8.2,-8.4,13.9,2022-03-14 09:18:17
2160,2161,03-14-2022,09:19:17,28.7,8.2,-8.4,13.9,2022-03-14 09:19:17
2161,2162,03-14-2022,09:20:17,28.7,8.2,-8.4,13.9,2022-03-14 09:20:17
2162,2163,03-14-2022,09:21:17,28.7,8.2,-8.4,13.9,2022-03-14 09:21:17
2163,2164,03-14-2022,09:22:17,28.7,8.3,-8.2,14.0,2022-03-14 09:22:17
2164,2165,03-14-2022,09:23:17,28.7,8.3,-8.2,14.0,2022-03-14 09:23:17
2165,2166,03-14-2022,09:24:17,28.7,8.4,-8.1,14.2,2022-03-14 09:24:17
2166,2167,03-14-2022,09:25:17,28.7,8.4,-8.1,14.2,2022-03-14 09:25:17
2167,2168,03-14-2022,09:26:17,28.7,8.4,-8.1,14.2,2022-03-14 09:26:17
2168,2169,03-14-2022,09:27:17,28.7,8.4,-8.1,14.2,2022-03-14 09:27:17
2169,2170,03-14-2022,09:28:17,28.7,8.5,-7.9,14.4,2022-03-14 09:28:17
2170,2171,03-14-2022,09:29:17,28.8,8.5,-7.9,14.5,2022-03-14 09:29:17
2171,2172,03-14-2022,09:30:17,28.8,8.5,-7.9,14.5,2022-03-14 09:30:17
2172,2173,03-14-2022,09:31:17,28.8,8.6,-7.7,14.6,2022-03-14 09:31:17
2173,2174,03-14-2022,09:32:17,28.9,8.6,-7.6,14.7,2022-03-14 09:32:17
2174,2175,03-14-2022,09:33:17,28.9,8.8,-7.3,15.1,2022-03-14 09:33:17
2175,2176,03-14-2022,09:34:17,28.9,8.8,-7.3,15.1,2022-03-14 09:34:17
2176,2177,03-14-2022,09:35:17,29.0,9.0,-7.0,15.5,2022-03-14 09:35:17
2177,2178,03-14-2022,09:36:17,29.0,9.1,-6.8,15.7,2022-03-14 09:36:17
2178,2179,03-14-2022,09:37:17,29.1,9.3,-6.5,16.1,2022-03-14 09:37:17
2179,2180,03-14-2022,09:38:17,29.1,9.5,-6.2,16.5,2022-03-14 09:38:17
2180,2181,03-14-2022,09:39:17,29.1,9.6,-6.1,16.6,2022-03-14 09:39:17
2181,2182,03-14-2022,09:40:17,29.2,9.8,-5.7,17.1,2022-03-14 09:40:17
2182,2183,03-14-2022,09:41:17,29.2,10.0,-5.5,17.4,2022-03-14 09:41:17
2183,2184,03-14-2022,09:42:17,29.3,10.2,-5.1,17.9,2022-03-14 09:42:17
2184,2185,03-14-2022,09:43:17,29.3,10.4,-4.9,18.2,2022-03-14 09:43:17
2185,2186,03-14-2022,09:44:17,29.4,10.6,-4.5,18.7,2022-03-14 09:44:17
2186,2187,03-14-2022,09:45:17,29.4,10.7,-4.4,18.9,2022-03-14 09:45:17
2187,2188,03-14-2022,09:46:17,29.4,10.8,-4.3,19.1,2022-03-14 09:46:17
2188,2189,03-14-2022,09:47:17,29.5,11.0,-4.0,19.5,2022-03-14 09:47:17
2189,2190,03-14-2022,09:48:17,29.5,11.1,-3.9,19.7,2022-03-14 09:48:17
2190,2191,03-14-2022,09:49:17,29.6,11.4,-3.4,20.4,2022-03-14 09:49:17
2191,2192,03-14-2022,09:50:17,29.6,11.6,-3.2,20.7,2022-03-14 09:50:17
2192,2193,03-14-2022,09:51:17,29.6,11.8,-3.0,21.1,2022-03-14 09:51:17
2193,2194,03-14-2022,09:52:17,29.6,11.9,-2.8,21.3,2022-03-14 09:52:17
2194,2195,03-14-2022,09:53:17,29.7,12.1,-2.5,21.7,2022-03-14 09:53:17
2195,2196,03-14-2022,09:54:17,29.6,12.1,-2.6,21.6,2022-03-14 09:54:17
2196,2197,03-14-2022,09:55:17,29.6,12.1,-2.6,21.6,2022-03-14 09:55:17
2197,2198,03-14-2022,09:56:17,29.6,12.1,-2.6,21.6,2022-03-14 09:56:17
2198,2199,03-14-2022,09:57:17,29.6,12.2,-2.5,21.8,2022-03-14 09:57:17
2199,2200,03-14-2022,09:58:17,29.6,12.2,-2.5,21.8,2022-03-14 09:58:17
2200,2201,03-14-2022,09:59:17,29.6,12.2,-2.5,21.8,2022-03-14 09:59:17
2201,2202,03-14-2022,10:00:17,29.6,12.2,-2.5,21.8,2022-03-14 10:00:17
2202,2203,03-14-2022,10:01:17,29.6,12.2,-2.5,21.8,2022-03-14 10:01:17
2203,2204,03-14-2022,10:02:17,29.5,12.3,-2.5,21.8,2022-03-14 10:02:17
2204,2205,03-14-2022,10:03:17,29.5,12.2,-2.6,21.7,2022-03-14 10:03:17
2205,2206,03-14-2022,10:04:17,29.5,12.3,-2.5,21.8,2022-03-14 10:04:17
2206,2207,03-14-2022,10:05:17,29.5,12.2,-2.6,21.7,2022-03-14 10:05:17
2207,2208,03-14-2022,10:06:17,29.4,12.1,-2.8,21.4,2022-03-14 10:06:17
2208,2209,03-14-2022,10:07:17,29.4,12.1,-2.8,21.4,2022-03-14 10:07:17
2209,2210,03-14-2022,10:08:17,29.4,12.1,-2.8,21.4,2022-03-14 10:08:17
2210,2211,03-14-2022,10:09:17,29.4,12.1,-2.8,21.4,2022-03-14 10:09:17
2211,2212,03-14-2022,10:10:17,29.3,12.1,-2.9,21.2,2022-03-14 10:10:17
2212,2213,03-14-2022,10:11:17,29.3,12.0,-3.0,21.1,2022-03-14 10:11:17
2213,2214,03-14-2022,10:12:17,29.3,12.0,-3.0,21.1,2022-03-14 10:12:17
2214,2215,03-14-2022,10:13:17,29.2,12.0,-3.0,20.9,2022-03-14 10:13:17
2215,2216,03-14-2022,10:14:17,29.2,12.0,-3.0,20.9,2022-03-14 10:14:17
2216,2217,03-14-2022,10:15:17,29.2,12.0,-3.0,20.9,2022-03-14 10:15:17
2217,2218,03-14-2022,10:16:17,29.2,12.0,-3.0,20.9,2022-03-14 10:16:17
2218,2219,03-14-2022,10:17:17,29.1,12.0,-3.1,20.8,2022-03-14 10:17:17
2219,2220,03-14-2022,10:18:17,29.1,12.0,-3.1,20.8,2022-03-14 10:18:17
2220,2221,03-14-2022,10:19:17,29.1,12.0,-3.1,20.8,2022-03-14 10:19:17
2221,2222,03-14-2022,10:20:17,29.1,12.0,-3.1,20.8,2022-03-14 10:20:17
2222,2223,03-14-2022,10:21:17,29.0,11.9,-3.3,20.5,2022-03-14 10:21:17
2223,2224,03-14-2022,10:22:17,29.0,11.9,-3.3,20.5,2022-03-14 10:22:17
2224,2225,03-14-2022,10:23:17,29.0,11.8,-3.4,20.4,2022-03-14 10:23:17
2225,2226,03-14-2022,10:24:17,29.0,11.9,-3.3,20.5,2022-03-14 10:24:17
2226,2227,03-14-2022,10:25:17,29.0,11.8,-3.4,20.4,2022-03-14 10:25:17
2227,2228,03-14-2022,10:26:17,28.9,11.8,-3.5,20.2,2022-03-14 10:26:17
2228,2229,03-14-2022,10:27:17,28.9,11.9,-3.4,20.4,2022-03-14 10:27:17
2229,2230,03-14-2022,10:28:17,28.9,12.0,-3.3,20.6,2022-03-14 10:28:17
2230,2231,03-14-2022,10:29:17,28.9,12.1,-3.2,20.8,2022-03-14 10:29:17
2231,2232,03-14-2022,10:30:17,28.9,12.2,-3.1,20.9,2022-03-14 10:30:17
2232,2233,03-14-2022,10:31:17,28.9,12.4,-2.8,21.3,2022-03-14 10:31:17
2233,2234,03-14-2022,10:32:17,28.9,12.7,-2.5,21.8,2022-03-14 10:32:17
2234,2235,03-14-2022,10:33:17,28.9,12.9,-2.3,22.1,2022-03-14 10:33:17
2235,2236,03-14-2022,10:34:17,28.9,13.2,-2.0,22.7,2022-03-14 10:34:17
2236,2237,03-14-2022,10:35:17,28.9,13.5,-1.7,23.2,2022-03-14 10:35:17
2237,2238,03-14-2022,10:36:17,28.9,13.7,-1.5,23.5,2022-03-14 10:36:17
2238,2239,03-14-2022,10:37:17,29.0,14.1,-1.0,24.4,2022-03-14 10:37:17
2239,2240,03-14-2022,10:38:17,29.0,14.3,-0.8,24.7,2022-03-14 10:38:17
2240,2241,03-14-2022,10:39:17,29.0,14.5,-0.6,25.0,2022-03-14 10:39:17
2241,2242,03-14-2022,10:40:17,29.1,14.7,-0.4,25.5,2022-03-14 10:40:17
2242,2243,03-14-2022,10:41:17,29.1,14.9,-0.2,25.9,2022-03-14 10:41:17
2243,2244,03-14-2022,10:42:17,29.1,15.1,0.0,26.2,2022-03-14 10:42:17
2244,2245,03-14-2022,10:43:17,29.2,15.2,0.1,26.6,2022-03-14 10:43:17
2245,2246,03-14-2022,10:44:17,29.2,15.3,0.2,26.8,2022-03-14 10:44:17
2246,2247,03-14-2022,10:45:17,29.2,15.5,0.3,27.1,2022-03-14 10:45:17
2247,2248,03-14-2022,10:46:17,29.3,15.5,0.4,27.3,2022-03-14 10:46:17
2248,2249,03-14-2022,10:47:17,29.3,15.6,0.5,27.4,2022-03-14 10:47:17
2249,2250,03-14-2022,10:48:17,29.4,15.7,0.7,27.8,2022-03-14 10:48:17
2250,2251,03-14-2022,10:49:17,29.4,15.8,0.8,28.0,2022-03-14 10:49:17
2251,2252,03-14-2022,10:50:17,29.5,16.1,1.1,28.7,2022-03-14 10:50:17
2252,2253,03-14-2022,10:51:17,29.5,16.1,1.1,28.7,2022-03-14 10:51:17
2253,2254,03-14-2022,10:52:17,29.6,16.3,1.3,29.2,2022-03-14 10:52:17
2254,2255,03-14-2022,10:53:17,29.6,16.4,1.4,29.4,2022-03-14 10:53:17
2255,2256,03-14-2022,10:54:17,29.6,16.6,1.6,29.7,2022-03-14 10:54:17
2256,2257,03-14-2022,10:55:17,29.6,16.7,1.7,29.9,2022-03-14 10:55:17
2257,2258,03-14-2022,10:56:17,29.6,16.6,1.6,29.7,2022-03-14 10:56:17
2258,2259,03-14-2022,10:57:17,29.6,16.7,1.7,29.9,2022-03-14 10:57:17
2259,2260,03-14-2022,10:58:17,29.6,16.7,1.7,29.9,2022-03-14 10:58:17
2260,2261,03-14-2022,10:59:17,29.6,16.8,1.8,30.1,2022-03-14 10:59:17
2261,2262,03-14-2022,11:00:17,29.6,16.9,1.9,30.3,2022-03-14 11:00:17
2262,2263,03-14-2022,11:01:17,29.6,17.0,1.9,30.5,2022-03-14 11:01:17
2263,2264,03-14-2022,11:02:17,29.6,17.1,2.0,30.6,2022-03-14 11:02:17
2264,2265,03-14-2022,11:03:17,29.6,17.1,2.0,30.6,2022-03-14 11:03:17
2265,2266,03-14-2022,11:04:17,29.5,17.3,2.1,30.8,2022-03-14 11:04:17
2266,2267,03-14-2022,11:05:17,29.5,17.2,2.0,30.6,2022-03-14 11:05:17
2267,2268,03-14-2022,11:06:17,29.5,17.3,2.1,30.8,2022-03-14 11:06:17
2268,2269,03-14-2022,11:07:17,29.5,17.5,2.3,31.2,2022-03-14 11:07:17
2269,2270,03-14-2022,11:08:17,29.5,17.5,2.3,31.2,2022-03-14 11:08:17
2270,2271,03-14-2022,11:09:17,29.4,17.5,2.2,31.0,2022-03-14 11:09:17
2271,2272,03-14-2022,11:10:17,29.4,17.6,2.3,31.2,2022-03-14 11:10:17
2272,2273,03-14-2022,11:11:17,29.3,17.5,2.1,30.8,2022-03-14 11:11:17
2273,2274,03-14-2022,11:12:17,29.4,17.6,2.3,31.2,2022-03-14 11:12:17
2274,2275,03-14-2022,11:13:17,29.3,17.6,2.2,31.0,2022-03-14 11:13:17
2275,2276,03-14-2022,11:14:17,29.3,17.7,2.3,31.2,2022-03-14 11:14:17
2276,2277,03-14-2022,11:15:17,29.3,17.6,2.2,31.0,2022-03-14 11:15:17
2277,2278,03-14-2022,11:16:17,29.2,17.6,2.1,30.8,2022-03-14 11:16:17
2278,2279,03-14-2022,11:17:17,29.2,17.7,2.2,31.0,2022-03-14 11:17:17
2279,2280,03-14-2022,11:18:17,29.2,17.7,2.2,31.0,2022-03-14 11:18:17
2280,2281,03-14-2022,11:19:17,29.2,17.7,2.2,31.0,2022-03-14 11:19:17
2281,2282,03-14-2022,11:20:17,29.2,17.8,2.3,31.2,2022-03-14 11:20:17
2282,2283,03-14-2022,11:21:17,29.1,17.8,2.2,31.0,2022-03-14 11:21:17
2283,2284,03-14-2022,11:22:17,29.1,17.9,2.3,31.2,2022-03-14 11:22:17
2284,2285,03-14-2022,11:23:17,29.1,17.8,2.2,31.0,2022-03-14 11:23:17
2285,2286,03-14-2022,11:24:17,29.1,18.0,2.3,31.3,2022-03-14 11:24:17
2286,2287,03-14-2022,11:25:17,29.0,18.0,2.3,31.2,2022-03-14 11:25:17
2287,2288,03-14-2022,11:26:17,29.0,18.0,2.3,31.2,2022-03-14 11:26:17
2288,2289,03-14-2022,11:27:17,29.0,18.0,2.3,31.2,2022-03-14 11:27:17
2289,2290,03-14-2022,11:28:17,29.0,18.0,2.3,31.2,2022-03-14 11:28:17
2290,2291,03-14-2022,11:29:17,28.9,18.0,2.2,31.0,2022-03-14 11:29:17
2291,2292,03-14-2022,11:30:17,28.9,18.0,2.2,31.0,2022-03-14 11:30:17
2292,2293,03-14-2022,11:31:17,28.9,18.0,2.2,31.0,2022-03-14 11:31:17
2293,2294,03-14-2022,11:32:17,28.9,18.0,2.2,31.0,2022-03-14 11:32:17
2294,2295,03-14-2022,11:33:17,28.9,18.0,2.2,31.0,2022-03-14 11:33:17
2295,2296,03-14-2022,11:34:17,28.8,18.0,2.1,30.8,2022-03-14 11:34:17
2296,2297,03-14-2022,11:35:17,28.8,18.0,2.1,30.8,2022-03-14 11:35:17
2297,2298,03-14-2022,11:36:17,28.8,18.0,2.1,30.8,2022-03-14 11:36:17
2298,2299,03-14-2022,11:37:17,28.8,18.0,2.1,30.8,2022-03-14 11:37:17
2299,2300,03-14-2022,11:38:17,28.8,18.0,2.1,30.8,2022-03-14 11:38:17
2300,2301,03-14-2022,11:39:17,28.8,18.0,2.1,30.8,2022-03-14 11:39:17
2301,2302,03-14-2022,11:40:17,28.7,18.0,2.0,30.6,2022-03-14 11:40:17
2302,2303,03-14-2022,11:41:17,28.7,18.0,2.0,30.6,2022-03-14 11:41:17
2303,2304,03-14-2022,11:42:17,28.7,18.0,2.0,30.6,2022-03-14 11:42:17
2304,2305,03-14-2022,11:43:17,28.7,18.0,2.0,30.6,2022-03-14 11:43:17
2305,2306,03-14-2022,11:44:17,28.7,18.0,2.0,30.6,2022-03-14 11:44:17
2306,2307,03-14-2022,11:45:17,28.7,18.1,2.1,30.8,2022-03-14 11:45:17
2307,2308,03-14-2022,11:46:17,28.6,18.2,2.1,30.8,2022-03-14 11:46:17
2308,2309,03-14-2022,11:47:17,28.6,18.1,2.0,30.6,2022-03-14 11:47:17
2309,2310,03-14-2022,11:48:17,28.6,18.1,2.0,30.6,2022-03-14 11:48:17
2310,2311,03-14-2022,11:49:17,28.6,18.2,2.1,30.8,2022-03-14 11:49:17
2311,2312,03-14-2022,11:50:17,28.6,18.2,2.1,30.8,2022-03-14 11:50:17
2312,2313,03-14-2022,11:51:17,28.6,18.3,2.2,30.9,2022-03-14 11:51:17
2313,2314,03-14-2022,11:52:17,28.6,18.3,2.2,30.9,2022-03-14 11:52:17
2314,2315,03-14-2022,11:53:17,28.5,18.3,2.1,30.8,2022-03-14 11:53:17
2315,2316,03-14-2022,11:54:17,28.5,18.3,2.1,30.8,2022-03-14 11:54:17
2316,2317,03-14-2022,11:55:17,28.5,18.3,2.1,30.8,2022-03-14 11:55:17
2317,2318,03-14-2022,11:56:17,28.5,18.4,2.2,30.9,2022-03-14 11:56:17
2318,2319,03-14-2022,11:57:17,28.5,18.4,2.2,30.9,2022-03-14 11:57:17
2319,2320,03-14-2022,11:58:17,28.5,18.3,2.1,30.8,2022-03-14 11:58:17
2320,2321,03-14-2022,11:59:17,28.5,18.3,2.1,30.8,2022-03-14 11:59:17
2321,2322,03-14-2022,12:00:17,28.5,18.3,2.1,30.8,2022-03-14 12:00:17
2322,2323,03-14-2022,12:01:17,28.5,18.3,2.1,30.8,2022-03-14 12:01:17
2323,2324,03-14-2022,12:02:17,28.4,18.4,2.1,30.8,2022-03-14 12:02:17
2324,2325,03-14-2022,12:03:17,28.5,18.4,2.2,30.9,2022-03-14 12:03:17
